original_title,year,genre,duration,country,language,imdb_score,worldwide_gross_income,tomatometer_rating
House Party,1990,"Comedy, Music, Romance",100,USA,English,64.0,26.385627,93.0
The Hunt for Red October,1990,"Action, Adventure, Thriller",135,USA,"English, Russian",76.0,200.512643,89.0
I Love You to Death,1990,"Comedy, Crime",97,USA,"English, Italian, Serbo-Croatian",64.0,16.186793,56.0
Impulse,1990,"Crime, Drama, Thriller",109,USA,English,56.0,2.544504,25.0
Internal Affairs,1990,"Crime, Drama, Thriller",115,"USA, Canada","English, Spanish",65.0,27.734391,88.0
Jacob's Ladder,1990,"Drama, Horror, Mystery",113,USA,English,75.0,26.118851,73.0
Joe Versus the Volcano,1990,"Comedy, Romance",102,USA,English,58.0,39.404261000000005,61.0
Kindergarten Cop,1990,"Action, Comedy, Crime",111,USA,"English, Spanish, German",61.0,201.95768800000002,51.0
King of New York,1990,"Crime, Thriller",103,Italy,English,70.0,2.554476,73.0
The Long Walk Home,1990,"Drama, History",97,USA,English,73.0,4.87362,87.0
